location,state,latitude,longitude,date,rainfall_mm,prev_24h_rainfall_mm,prev_48h_rainfall_mm,river_level_m,soil_moisture_percent,terrain_elevation_m,distance_to_river_km,drainage_capacity_percent,historical_flood_count,population_density,urban_area_percent,water_depth_m,population_affected,economic_loss_million,severity_level,risk_score
Amritsar,Punjab,31.55249,74.86388,2024-05-25,190.14,147.21,203.81,7.87,86.99,154.07,4.4,77.08,1,238,67.22,3.53,200,2.18,High,56.07
Raipur,Chhattisgarh,21.348068,81.57792,2023-11-14,76.17,28.16,40.73,2.55,26.26,63.65,5.56,93.42,3,917,67.47,0.56,130,0.28,Low,20.72
Dhanbad,Jharkhand,23.749059,86.431585,2023-10-23,91.45,52.44,72.67,2.82,31.69,45.85,4.02,52.52,3,50000,94.45,0.13,7097,4.35,Low,19.45
Varanasi,Uttar Pradesh,25.348095,82.884444,2024-04-08,37.32,21.37,24.65,2.83,30.64,132.68,0.24,64.56,2,11979,63.01,0.97,738,1.14,Low,15.92
Meerut,Uttar Pradesh,28.989339,77.739787,2024-04-08,95.36,61.82,85.94,1.99,41.05,49.95,0.97,36.55,2,2297,78.74,2.46,1199,12.63,Medium,38.36
Coimbatore,Tamil Nadu,11.092665,76.958645,2023-10-18,72.21,26.18,35.67,2.77,39.85,153.65,0.11,38.78,4,22,71.2,0.76,8,0.02,Low,19.4
Madurai,Tamil Nadu,9.840594,78.153953,2024-11-08,307.65,173.12,198.01,5.78,61.33,27.54,1.99,74.22,7,40349,79.97,4.0,29171,580.49,High,70.03
Nagpur,Maharashtra,21.051122,79.135246,2025-07-27,107.32,83.19,101.49,5.78,51.27,30.71,1.93,97.05,3,1558,74.77,1.53,343,0.97,Medium,43.19
Kolkata,West Bengal,22.615044,88.299078,2025-09-08,58.01,44.88,53.06,3.6,25.2,40.83,1.71,72.44,2,14072,59.23,0.35,3487,2.12,Low,28.14
Nagpur,Maharashtra,21.106117,79.025861,2023-04-22,56.75,19.94,23.31,6.33,31.68,22.13,3.67,22.76,1,677,77.99,0.66,62,0.1,Low,29.31
Delhi,Delhi,28.742456,77.137359,2023-02-28,38.37,18.22,22.34,5.05,20.33,103.08,1.34,63.58,5,231,60.15,0.85,31,0.04,Low,19.91
Gwalior,Madhya Pradesh,26.165306,78.213256,2024-09-17,43.63,15.02,18.58,5.16,23.02,151.36,4.95,48.14,2,2078,78.72,0.79,230,0.9,Low,14.81
Thiruvananthapuram,Kerala,8.480395,76.850614,2025-03-19,159.18,118.67,169.15,7.57,32.49,94.01,0.9,74.06,1,1096,76.45,2.5,1094,9.58,High,61.15
Chandigarh,Chandigarh,30.762044,76.734829,2025-09-16,118.56,50.88,73.61,4.23,38.59,86.99,1.46,31.15,4,339,92.81,1.56,120,0.66,Medium,41.69
Vadodara,Gujarat,22.347617,73.182678,2024-11-18,54.31,20.76,26.21,10.35,16.93,81.12,0.56,46.6,2,221,48.52,2.01,89,0.24,Medium,49.27
Hyderabad,Telangana,17.356751,78.512923,2024-02-07,66.91,42.83,61.26,2.43,40.31,177.04,4.46,69.18,3,223,85.17,0.28,67,0.02,Low,15.47
Kolkata,West Bengal,22.599217,88.443705,2025-03-16,33.13,23.57,26.05,3.98,40.7,55.83,4.56,41.22,2,1412,47.87,0.61,148,0.33,Low,12.42
Delhi,Delhi,28.757209,77.044538,2024-11-11,85.6,29.93,34.01,2.63,26.28,108.62,1.46,75.74,5,50000,74.91,1.06,6092,9.09,Low,18.63
Nagpur,Maharashtra,21.237966,79.168774,2024-06-10,68.09,34.16,42.14,2.36,36.23,168.37,1.12,81.67,6,1044,67.38,0.73,173,0.37,Low,20.92
Visakhapatnam,Andhra Pradesh,17.698288,83.314166,2023-12-10,78.36,25.56,36.83,1.79,40.53,10.21,0.88,69.22,3,19045,89.67,1.06,3698,8.94,Low,31.98
Vasai,Maharashtra,19.417559,72.758905,2025-06-28,95.62,64.84,85.33,6.17,48.36,32.25,9.04,88.66,0,1213,88.46,0.12,99,0.06,Low,26.77
Thiruvananthapuram,Kerala,8.593993,76.943169,2025-07-12,48.29,20.5,25.6,3.05,53.04,69.01,1.73,50.22,0,6257,84.04,0.64,1629,1.27,Low,16.55
Coimbatore,Tamil Nadu,10.927365,76.980968,2024-05-26,93.9,64.19,94.41,2.2,34.12,714.11,0.99,54.77,1,162,76.04,0.45,52,0.11,Low,19.84
Pune,Maharashtra,18.469106,73.943032,2025-09-19,137.66,104.61,119.04,2.78,51.34,57.79,0.42,53.67,6,9184,55.72,2.06,5943,20.4,Medium,42.44
Jodhpur,Rajasthan,26.14101,72.942585,2025-03-03,99.3,42.48,52.93,2.18,50.83,6.82,2.18,44.53,5,7827,25.87,0.31,2338,2.98,Low,32.44
Madurai,Tamil Nadu,9.901989,78.108688,2025-03-10,154.31,98.04,118.42,6.2,47.68,32.97,0.77,55.66,5,57,67.68,3.87,56,0.78,High,58.78
Jaipur,Rajasthan,26.949401,75.828851,2024-10-14,149.92,65.49,97.71,3.16,48.84,125.53,0.11,77.28,2,442,75.47,2.01,68,0.16,Medium,39.96
Gwalior,Madhya Pradesh,26.302454,78.276484,2023-08-20,39.88,22.1,33.08,4.48,34.96,145.28,1.4,47.43,6,4805,63.95,1.02,980,3.89,Low,14.66
Srinagar,Jammu and Kashmir,34.12238,74.895429,2025-05-29,151.01,103.81,144.73,7.13,29.03,110.05,2.16,77.66,2,541,74.61,1.26,279,0.82,Medium,52.97
Bangalore,Karnataka,13.061113,77.64797,2023-04-06,30.69,10.66,11.86,2.76,25.96,228.24,6.18,59.13,2,8152,64.03,0.76,819,1.2,Low,0.0
Visakhapatnam,Andhra Pradesh,17.656258,83.171546,2025-05-25,213.47,93.6,105.43,4.27,69.89,210.92,2.1,45.06,5,50000,94.33,2.48,31213,352.88,High,62.06
Agra,Uttar Pradesh,27.105745,78.012963,2024-08-27,67.33,53.81,59.73,4.12,34.44,114.76,3.05,71.41,4,19248,86.23,0.5,5783,13.37,Low,27.35
Varanasi,Uttar Pradesh,25.282821,82.917988,2024-09-06,79.95,59.22,79.21,8.21,36.83,10.46,7.75,87.25,3,5026,95.39,0.54,806,1.87,Low,33.08
Guwahati,Assam,26.156523,91.713493,2024-08-23,97.05,52.55,66.01,10.69,40.01,134.21,2.17,58.53,3,9483,70.7,0.85,7350,17.39,Medium,45.09
Guwahati,Assam,26.163779,91.709406,2023-07-22,8.39,5.94,7.85,12.25,24.11,50.5,1.51,89.12,6,41815,80.42,2.41,7777,64.49,Medium,36.3
Vijayawada,Andhra Pradesh,16.487615,80.683536,2023-09-28,78.7,37.25,52.1,10.35,33.77,104.98,0.19,84.69,2,373,81.26,2.09,150,0.5,Medium,45.94
Kalyan,Maharashtra,19.196129,73.159773,2023-10-19,30.78,18.02,25.2,4.68,33.15,59.58,0.03,61.69,5,17,37.78,0.43,3,0.01,Low,21.79
Kochi,Kerala,9.963493,76.347955,2024-03-27,5.47,4.07,5.2,2.16,29.2,40.26,2.74,71.46,3,1032,52.71,0.94,320,1.33,Low,10.43
Jaipur,Rajasthan,27.011313,75.823134,2024-11-30,138.52,52.42,57.98,3.83,43.5,58.89,1.25,75.17,5,1334,48.22,1.8,295,1.7,Medium,37.13
Indore,Madhya Pradesh,22.682787,75.903548,2023-05-18,56.0,43.0,57.58,2.37,20.14,152.76,10.0,62.24,7,1500,80.35,0.98,594,2.32,Low,17.09
Bareilly,Uttar Pradesh,28.429221,75.342049,2023-04-16,80.65,48.49,55.42,4.4,34.31,126.51,0.22,25.65,5,6,96.31,0.91,1,0.0,Low,30.08
Ranchi,Jharkhand,23.418666,85.372513,2024-03-01,34.95,26.96,39.71,0.35,32.33,89.35,0.17,19.24,1,237,87.51,0.49,24,0.03,Low,14.07
Kolkata,West Bengal,22.56801,88.43088,2023-09-27,38.92,29.86,33.42,0.78,28.85,62.98,0.11,79.92,3,200,64.7,0.72,22,0.04,Low,14.1
Kanpur,Uttar Pradesh,26.406258,80.376297,2024-02-14,123.74,83.69,107.92,3.33,44.38,133.58,2.91,25.85,1,22717,71.04,0.11,5362,1.83,Low,32.47
Hubli,Karnataka,15.405226,75.215196,2023-11-03,66.49,49.12,54.82,4.5,23.92,70.65,1.72,67.32,2,1350,95.88,0.51,513,0.62,Low,33.05
Kolkata,West Bengal,22.489276,88.449602,2024-12-22,36.04,26.29,36.28,10.55,34.45,27.92,0.92,23.72,2,24302,69.92,0.93,15444,14.53,Medium,37.02
Vijayawada,Andhra Pradesh,16.463058,80.665156,2023-12-31,45.18,24.63,28.27,3.36,49.39,117.42,1.0,37.91,1,965,43.16,0.37,415,0.74,Low,19.03
Nashik,Maharashtra,19.954249,73.777116,2023-08-09,82.42,28.47,41.83,3.26,33.04,61.42,1.13,47.1,5,302,70.62,0.24,52,0.05,Low,25.89
Coimbatore,Tamil Nadu,11.047646,76.910886,2024-08-04,136.01,73.58,83.02,2.87,45.06,162.97,5.01,46.94,2,6087,59.53,0.46,1448,1.88,Low,26.78
Hyderabad,Telangana,17.390429,78.539493,2023-03-27,84.65,56.29,71.17,6.05,40.44,56.52,5.42,60.43,2,5285,94.42,0.87,683,2.64,Low,29.29
Hyderabad,Telangana,17.436247,78.441886,2023-09-10,62.08,43.85,57.74,4.17,31.87,36.85,2.94,87.18,5,50000,54.78,0.94,22775,53.17,Low,26.31
Nashik,Maharashtra,20.072498,73.706348,2024-11-19,54.95,19.51,28.85,2.11,45.23,53.32,0.32,24.39,3,3127,82.66,0.11,287,0.1,Low,31.23
Vasai,Maharashtra,19.43477,72.733965,2025-06-04,99.75,29.94,42.59,5.25,42.62,91.92,0.36,48.01,1,649,61.43,0.31,105,0.08,Low,33.79
Bangalore,Karnataka,12.896831,77.519257,2023-03-05,77.29,29.31,37.96,3.43,32.12,197.8,0.3,81.14,4,58,86.91,0.8,4,0.01,Low,22.64
Bhopal,Madhya Pradesh,23.293894,77.326996,2024-03-09,57.19,23.31,33.68,6.66,36.6,34.68,9.08,52.06,3,50000,88.75,0.67,5587,4.49,Low,30.42
Faridabad,Haryana,28.347911,77.409914,2024-12-15,73.42,53.22,68.76,4.09,35.63,16.28,5.65,15.76,4,334,66.92,0.64,47,0.14,Low,24.73
Delhi,Delhi,28.707933,77.062112,2024-09-29,42.03,16.03,23.36,6.03,11.35,74.52,8.7,71.54,4,12013,54.96,0.37,1187,1.46,Low,14.86
Bangalore,Karnataka,12.988616,77.597234,2025-02-09,27.76,14.71,17.32,11.06,38.64,11.55,0.18,56.8,3,154,93.53,0.84,84,0.13,Medium,35.1
Srinagar,Jammu and Kashmir,33.990735,74.879664,2025-05-07,30.16,21.66,29.47,8.7,13.35,89.71,0.62,77.13,2,31086,60.2,0.47,4339,9.1,Low,30.14
Agra,Uttar Pradesh,27.193214,78.047867,2024-07-17,72.78,26.39,30.4,7.44,5.56,244.47,6.51,48.84,3,1322,91.02,1.14,185,0.72,Low,22.57
Srinagar,Jammu and Kashmir,34.020887,74.742174,2024-11-15,152.92,106.21,131.74,6.12,27.44,244.75,1.9,36.25,1,4516,92.8,1.47,846,4.18,Medium,42.05
Jodhpur,Rajasthan,26.288581,73.116567,2024-06-12,49.78,19.13,25.49,6.27,35.98,57.75,1.19,71.02,3,882,62.75,1.11,259,0.74,Low,22.14
Surat,Gujarat,21.205398,72.872232,2025-07-28,52.62,26.23,31.43,9.31,35.51,142.07,0.25,89.42,3,54,91.32,1.34,41,0.15,Medium,35.48
Pune,Maharashtra,18.555678,73.775154,2025-02-09,56.04,21.43,29.48,13.47,40.26,74.96,1.34,74.99,1,612,60.79,1.14,221,0.32,Medium,47.15
Ranchi,Jharkhand,23.357956,85.371982,2024-12-05,127.79,41.75,61.58,7.44,46.65,198.09,0.88,47.14,5,8434,78.88,1.85,2701,20.3,Medium,51.3
Lucknow,Uttar Pradesh,26.780579,80.970364,2025-03-18,64.42,20.4,25.43,4.72,50.25,31.52,10.0,92.03,0,15887,80.75,0.59,1982,2.22,Low,28.37
Nashik,Maharashtra,19.925928,73.817755,2025-08-04,122.35,73.38,85.74,4.64,35.76,88.08,0.3,59.59,2,1730,86.76,1.31,730,3.6,Medium,45.42
Vijayawada,Andhra Pradesh,16.584064,80.65188,2023-06-19,45.29,23.9,26.59,7.09,16.73,70.89,2.15,66.04,4,59,87.81,0.11,17,0.0,Low,26.79
Ranchi,Jharkhand,23.34416,85.34538,2025-06-09,27.25,19.85,29.33,3.54,16.74,139.4,0.04,89.85,4,517,89.89,0.72,31,0.06,Low,12.36
Chennai,Tamil Nadu,12.989853,80.276345,2023-06-24,247.39,135.53,171.91,4.12,80.01,44.66,3.44,60.47,0,14145,92.2,2.46,4801,14.44,High,74.11
Vadodara,Gujarat,22.210103,73.196168,2024-11-27,55.88,30.83,43.8,4.08,49.85,28.58,0.09,49.5,2,26,73.04,1.63,18,0.09,Medium,40.42
Indore,Madhya Pradesh,22.702688,75.839293,2024-08-31,49.49,19.02,27.18,1.58,42.74,170.51,1.54,75.18,3,2254,84.39,0.76,255,0.29,Low,18.69
Nagpur,Maharashtra,21.162852,79.060068,2024-04-08,84.19,36.17,40.06,3.48,47.96,33.16,2.36,40.1,3,232,76.8,1.11,32,0.04,Low,24.36
Nagpur,Maharashtra,21.187636,79.028268,2023-08-09,64.89,51.62,58.89,10.91,28.19,166.88,2.32,22.96,2,50000,69.97,0.91,23399,78.37,Medium,35.05
Delhi,Delhi,28.771982,77.092134,2024-10-14,109.24,53.43,75.74,0.63,50.25,38.5,0.82,44.86,0,595,71.46,2.25,309,2.95,Medium,48.74
Faridabad,Haryana,28.503509,77.413747,2023-07-11,94.23,28.73,34.34,5.08,36.38,34.92,4.85,71.41,3,12974,75.68,0.33,995,1.27,Low,29.2
Delhi,Delhi,28.741275,77.169154,2025-09-08,193.83,97.81,136.87,6.28,63.34,139.68,1.19,54.74,2,642,58.58,1.22,477,1.48,Medium,53.13
Madurai,Tamil Nadu,9.985434,78.140676,2023-04-25,30.66,9.69,12.68,3.18,22.29,82.46,2.7,49.27,3,11878,71.31,0.72,2940,3.24,Low,11.67
Chennai,Tamil Nadu,13.105845,80.30889,2024-02-15,52.13,17.0,23.36,3.49,29.05,69.17,1.53,77.7,4,3039,98.38,0.31,1116,1.03,Low,23.36
Hyderabad,Telangana,17.481478,78.426306,2024-05-05,48.03,30.36,36.49,0.51,32.97,66.93,0.46,55.91,1,103,88.49,0.16,9,0.0,Low,13.27
Vadodara,Gujarat,22.210368,73.192762,2024-02-05,46.38,24.18,29.05,3.45,30.91,56.97,0.84,60.8,1,1246,96.32,0.21,45,0.02,Low,21.09
Varanasi,Uttar Pradesh,25.363683,82.964552,2024-02-03,37.17,20.62,26.17,4.44,45.3,59.25,1.9,87.62,2,18944,84.52,0.13,4362,2.53,Low,23.98
Gwalior,Madhya Pradesh,26.280373,78.24217,2024-09-28,64.5,35.75,46.14,4.45,37.5,227.56,3.53,63.21,0,144,76.52,0.13,28,0.01,Low,17.71
Agra,Uttar Pradesh,27.226049,78.079653,2023-12-13,110.5,40.05,44.48,2.67,52.31,155.32,0.39,60.09,1,138,95.7,1.07,12,0.06,Low,34.12
Aurangabad,Maharashtra,19.905524,75.409307,2024-11-13,78.1,36.08,48.16,9.35,32.61,217.31,6.88,82.98,4,928,94.8,1.01,231,0.89,Low,17.67
Nagpur,Maharashtra,21.164809,79.006239,2023-05-15,49.61,34.04,47.81,4.11,21.42,54.88,3.79,59.72,1,445,75.08,1.08,42,0.18,Low,21.55
Varanasi,Uttar Pradesh,25.331966,82.924628,2024-08-30,72.09,47.96,70.37,6.72,16.98,24.42,2.6,54.37,3,761,81.24,0.91,121,0.2,Low,34.12
Rajkot,Gujarat,22.396337,70.882497,2024-05-11,107.91,79.17,96.2,5.79,44.19,118.38,1.48,45.28,1,959,72.09,1.53,152,1.04,Medium,40.33
Indore,Madhya Pradesh,22.741345,75.943098,2023-09-03,83.34,51.47,75.34,6.77,41.87,31.27,2.33,59.89,4,12492,21.19,0.71,3518,5.76,Low,30.18
Patna,Bihar,25.671613,85.131752,2023-03-17,66.6,22.62,29.29,3.64,16.27,164.12,3.24,56.15,3,187,74.22,0.32,54,0.03,Low,16.15
Delhi,Delhi,28.660242,77.202363,2024-12-10,116.18,65.62,81.31,2.36,52.18,43.01,0.5,8.9,0,1504,82.38,1.91,689,5.86,Medium,45.21
Jaipur,Rajasthan,26.988279,75.784844,2025-07-06,37.4,19.77,26.54,7.14,25.84,187.49,1.86,69.46,2,4505,68.18,1.01,599,1.25,Low,24.04
Hubli,Karnataka,15.35453,75.112024,2024-12-11,22.6,9.28,12.11,9.72,30.24,74.1,4.55,45.55,0,3820,89.74,0.14,417,0.19,Low,19.46
Bhopal,Madhya Pradesh,23.266645,77.341367,2023-01-20,68.06,49.8,68.21,5.7,44.1,123.21,3.13,89.78,3,781,62.31,0.8,189,0.66,Low,26.15
Dhanbad,Jharkhand,23.873524,86.499445,2024-06-28,151.04,62.93,87.7,8.77,61.21,30.17,1.11,69.1,3,17961,64.96,3.23,18010,275.36,High,64.31
Kochi,Kerala,9.953142,76.206597,2024-05-16,112.15,61.15,68.17,7.31,35.55,231.31,3.28,43.19,0,55,94.59,2.0,13,0.05,Medium,36.35
Patna,Bihar,25.561894,85.066216,2023-02-21,43.02,27.24,36.56,2.57,27.93,101.01,1.98,58.86,2,26508,74.8,0.14,4668,0.88,Low,6.87
Guwahati,Assam,26.115948,91.751611,2025-08-20,26.51,10.41,13.59,6.4,14.74,135.84,1.75,13.0,4,10399,71.51,0.82,864,2.11,Low,21.92
Bhopal,Madhya Pradesh,23.297864,77.408967,2023-02-15,44.8,33.93,39.63,4.89,34.44,124.52,0.45,55.76,1,18362,62.43,1.13,8203,29.44,Low,23.17
Raipur,Chhattisgarh,21.28934,81.674574,2024-09-11,17.76,6.32,7.33,1.4,20.59,144.99,0.11,81.43,1,2052,97.75,0.32,196,0.07,Low,13.28
Vasai,Maharashtra,19.390021,72.900336,2025-02-18,228.19,166.99,245.75,4.07,69.63,105.02,0.36,43.27,3,1818,73.55,3.73,2198,16.25,High,68.03
Visakhapatnam,Andhra Pradesh,17.64241,83.198213,2023-12-09,80.6,41.49,54.84,4.87,40.11,171.15,1.47,65.46,3,654,87.76,0.89,124,0.44,Low,30.29
Agra,Uttar Pradesh,27.231429,77.999223,2025-03-09,110.61,37.82,42.4,3.27,35.6,64.94,1.45,8.76,3,1634,89.36,0.18,200,0.04,Low,31.53
Thiruvananthapuram,Kerala,8.560879,76.99556,2024-04-20,17.72,10.38,15.37,2.16,25.18,200.19,3.58,57.44,2,2069,92.81,1.0,216,0.49,Low,4.17
Indore,Madhya Pradesh,22.809719,75.929526,2025-05-19,39.89,30.59,42.28,7.83,35.67,43.2,0.65,53.13,2,526,66.86,0.97,127,0.49,Low,34.46
Nagpur,Maharashtra,21.216603,79.148692,2025-01-24,34.76,26.82,35.16,12.03,45.92,60.63,5.52,48.81,2,2251,81.21,0.61,327,0.68,Low,30.4
Kochi,Kerala,9.959979,76.277423,2023-10-30,76.05,42.27,58.9,7.81,34.17,258.51,6.02,32.83,4,31165,31.45,0.49,4804,7.49,Low,21.11
Hubli,Karnataka,15.301771,75.150866,2025-02-26,32.12,22.45,29.76,5.25,37.21,147.19,2.93,63.52,3,1910,77.34,0.57,190,0.4,Low,9.06
Aurangabad,Maharashtra,19.868097,75.441656,2024-06-08,103.36,78.08,112.32,5.6,42.83,131.25,1.83,32.96,3,1123,71.65,0.96,576,1.14,Medium,38.27
Madurai,Tamil Nadu,10.010673,78.100322,2024-08-04,23.72,17.51,20.78,1.98,31.96,110.11,0.27,68.97,2,1194,81.21,0.93,286,0.55,Low,17.07
Thiruvananthapuram,Kerala,8.578552,76.923531,2025-02-16,150.58,51.81,74.53,5.56,45.61,33.74,2.18,62.62,1,13185,83.58,3.22,13568,82.45,High,57.32
Kota,Rajasthan,25.307608,75.858257,2025-07-17,114.32,80.31,100.23,4.44,38.23,188.46,2.76,46.58,2,177,41.19,2.03,60,0.42,Medium,35.49
Coimbatore,Tamil Nadu,11.009272,76.870666,2025-09-02,48.26,22.87,33.17,6.88,37.29,252.04,0.47,25.51,2,450,63.89,0.19,164,0.05,Low,13.02
Pune,Maharashtra,18.567405,73.794424,2025-07-23,66.4,49.02,71.82,11.46,38.68,125.6,3.04,71.1,3,758,95.61,0.61,233,0.71,Low,33.66
Thiruvananthapuram,Kerala,8.442948,76.963354,2023-12-25,43.62,25.06,33.41,3.51,25.46,28.3,1.53,86.62,2,1507,39.23,1.14,309,1.55,Low,16.02
Visakhapatnam,Andhra Pradesh,17.752533,83.283078,2025-09-25,309.57,104.1,142.54,6.34,79.45,69.05,0.97,52.79,2,2402,77.05,4.87,3753,66.69,Critical,76.25
Amritsar,Punjab,31.681129,74.869703,2023-05-12,21.96,6.62,8.42,7.8,19.42,156.99,0.26,72.17,1,21003,70.87,0.8,3657,4.92,Low,26.03
Meerut,Uttar Pradesh,29.013914,77.699254,2025-03-17,94.43,67.62,82.09,3.32,39.24,109.97,0.4,48.46,3,74,81.02,0.61,15,0.02,Low,22.63
Aurangabad,Maharashtra,19.791855,75.429983,2024-05-07,22.63,15.68,22.78,10.81,17.73,36.27,0.35,69.27,3,2622,90.16,1.79,868,5.96,Medium,41.39
Nashik,Maharashtra,20.021667,73.867999,2024-11-10,129.28,67.61,80.45,6.61,52.33,33.53,2.5,67.37,2,652,48.51,2.0,201,0.51,Medium,47.27
Jaipur,Rajasthan,26.860781,75.767,2023-01-09,176.53,73.57,110.2,6.44,50.7,85.54,1.04,79.99,4,8474,97.7,3.69,7297,125.2,High,59.57
Jaipur,Rajasthan,26.852183,75.874571,2024-12-17,159.33,57.2,64.21,5.5,54.6,25.83,3.58,55.77,8,21,84.19,1.78,7,0.04,Medium,54.12
Kochi,Kerala,9.90879,76.199283,2023-01-21,37.63,25.73,30.43,1.13,24.79,62.1,0.04,96.82,0,142,73.49,0.68,11,0.01,Low,21.0
Ahmedabad,Gujarat,22.965501,72.614527,2024-01-30,80.23,34.52,40.23,6.97,47.26,61.55,1.1,61.48,1,1061,64.84,0.71,137,0.28,Low,33.37
Lucknow,Uttar Pradesh,26.896332,80.940131,2025-08-15,68.35,52.61,57.91,6.73,49.84,59.51,1.46,91.87,7,15312,73.7,1.92,8154,66.93,Medium,37.26
Varanasi,Uttar Pradesh,25.369778,83.071106,2023-12-21,163.38,107.18,155.15,5.09,72.32,14.87,1.06,74.18,2,907,56.88,2.65,310,3.38,High,67.34
Varanasi,Uttar Pradesh,25.243768,83.009062,2023-07-15,20.99,7.93,11.22,1.96,24.85,68.86,2.9,88.23,8,1126,58.55,0.23,477,0.29,Low,9.59
Jodhpur,Rajasthan,26.280949,72.94738,2025-04-12,196.77,116.07,135.66,5.8,70.33,36.37,0.91,40.09,0,15653,89.15,2.99,11625,136.99,High,63.62
Kalyan,Maharashtra,19.224875,73.14365,2024-09-30,44.73,16.27,22.81,7.51,31.63,131.05,6.94,63.69,4,529,58.4,0.26,104,0.07,Low,15.72
Indore,Madhya Pradesh,22.706387,75.813267,2025-09-07,80.91,43.3,57.48,5.05,46.08,171.54,1.68,50.36,2,393,84.58,1.7,168,0.79,Medium,36.28
Lucknow,Uttar Pradesh,26.895061,80.997541,2025-07-21,117.52,71.0,84.34,8.04,35.75,27.46,0.82,55.49,3,2846,76.12,1.95,705,4.58,Medium,51.79
Bhopal,Madhya Pradesh,23.254122,77.476348,2025-06-10,68.76,42.1,53.33,5.47,22.76,43.87,2.78,62.14,1,779,58.09,0.57,273,0.62,Low,30.6
Gwalior,Madhya Pradesh,26.300161,78.084445,2023-10-17,112.41,54.39,60.39,2.21,42.53,129.94,0.47,55.24,1,2263,94.62,2.32,1745,11.58,Medium,40.43
Visakhapatnam,Andhra Pradesh,17.691787,83.213926,2024-09-12,105.62,62.22,74.9,2.73,44.75,229.25,0.56,64.96,2,1873,71.38,0.84,770,2.62,Medium,39.09
Patna,Bihar,25.497482,85.161209,2023-10-03,47.54,15.11,20.88,7.12,25.71,59.84,2.55,72.22,2,1199,45.33,0.2,75,0.05,Low,22.92
Varanasi,Uttar Pradesh,25.409225,82.876005,2024-05-28,104.67,33.07,42.58,3.65,54.24,105.61,10.0,84.3,0,50000,87.06,0.54,14801,32.89,Low,33.25
Faridabad,Haryana,28.479849,77.386816,2023-10-04,66.7,24.68,32.21,4.86,46.79,44.41,3.59,60.08,2,50000,96.98,0.3,5249,4.31,Low,32.42
Jabalpur,Madhya Pradesh,23.169431,79.975657,2023-02-08,23.69,15.17,22.14,4.23,22.34,291.05,1.24,50.68,5,158,45.71,1.17,39,0.08,Low,16.91
Rajkot,Gujarat,22.222149,70.837989,2023-05-11,106.46,58.87,72.68,5.62,38.11,21.47,0.97,87.83,1,50000,71.76,1.67,13291,30.95,Medium,48.26
Vijayawada,Andhra Pradesh,16.41018,80.687805,2025-09-19,91.68,54.32,81.41,5.44,32.44,36.74,2.5,26.08,3,403,66.15,0.92,146,0.52,Low,29.56
Hyderabad,Telangana,17.304731,78.510519,2023-11-06,88.79,35.2,44.2,4.2,32.86,99.15,0.58,85.62,2,6130,34.35,1.53,2131,13.53,Medium,37.4
Nagpur,Maharashtra,21.156368,79.038849,2024-08-12,169.57,115.74,149.09,3.56,63.14,13.13,0.87,79.18,7,7216,94.98,3.25,7214,38.09,High,58.17
Ahmedabad,Gujarat,23.098526,72.648951,2025-01-12,55.85,17.29,24.73,7.26,18.79,67.46,1.62,60.11,1,143,64.01,0.44,21,0.03,Low,32.43
Coimbatore,Tamil Nadu,11.010908,77.045595,2023-08-14,81.81,27.91,35.37,9.38,36.04,43.15,7.22,42.81,3,48,78.24,0.31,9,0.01,Low,32.59
Vijayawada,Andhra Pradesh,16.464781,80.617222,2024-11-29,68.14,48.89,71.43,5.59,33.01,22.0,1.22,29.8,4,5305,75.67,1.58,1458,2.49,Medium,36.14
Surat,Gujarat,21.155126,72.823294,2025-05-18,61.58,44.6,49.24,2.01,46.59,178.73,0.28,91.78,2,364,72.0,0.79,39,0.03,Low,33.37
Visakhapatnam,Andhra Pradesh,17.706828,83.260686,2024-04-19,85.43,62.94,80.12,2.9,30.78,18.68,2.5,19.11,4,141,66.97,0.94,16,0.07,Low,23.13
Guwahati,Assam,26.053126,91.75099,2023-12-26,28.55,19.27,25.13,10.49,52.69,99.96,2.92,37.72,1,879,76.32,1.04,192,0.29,Low,30.05
Dhanbad,Jharkhand,23.733777,86.518589,2025-09-08,82.8,41.78,50.2,4.0,43.68,169.21,0.87,72.57,3,12444,64.9,0.87,2884,3.42,Low,32.6
Amritsar,Punjab,31.646761,74.814426,2025-06-23,116.58,91.07,123.99,6.09,46.83,125.69,2.79,85.44,3,44,75.81,1.69,12,0.07,Medium,42.38
Indore,Madhya Pradesh,22.663577,75.831362,2025-06-14,105.03,59.91,72.49,6.41,46.04,55.47,1.5,16.65,3,50000,58.76,2.22,33386,225.57,Medium,47.31
Solapur,Maharashtra,17.677689,75.834238,2024-11-18,70.36,56.0,62.46,4.62,24.77,60.05,1.68,81.29,2,1188,68.86,0.35,461,0.21,Low,26.28
Varanasi,Uttar Pradesh,25.313178,83.019379,2023-08-05,71.56,56.57,74.73,2.28,36.92,24.94,0.29,84.54,4,88,67.41,0.76,11,0.04,Low,25.25
Nagpur,Maharashtra,21.20103,79.085482,2024-06-12,59.26,29.86,41.27,0.34,46.15,165.79,1.2,35.26,3,77,45.74,0.97,19,0.04,Low,23.27
Nashik,Maharashtra,19.942463,73.889727,2023-08-28,54.36,37.06,42.21,11.64,37.46,151.33,2.56,78.48,2,14427,84.61,1.02,1754,8.86,Low,34.51
Aurangabad,Maharashtra,19.788982,75.276499,2023-12-02,105.9,45.29,59.0,10.03,58.16,106.66,1.12,63.5,0,252,52.54,3.15,302,2.76,High,58.66
